id_compra,montante,loja,data_hora,id_cliente
1332,326.00,"Fórum Algarve","2016-07-04 11:41:39",1563
1333,188.50,"Palácio do Gelo","2019-10-20 21:10:18",1299
1334,310.60,"Braga Parque","2015-04-15 03:06:45",4185
1335,251.30,"Norte Shopping","2017-01-10 07:02:34",1251
1336,150.60,Amoreiras,"2015-03-07 04:17:25",3657
1337,136.00,"Nosso Shopping","2013-03-16 11:23:47",3526
1338,272.60,"Estação Viana","2013-11-30 01:33:51",5867
1339,465.60,"Nosso Shopping","2014-04-07 19:18:45",3486
1340,113.50,"Santa Catarina","2015-01-07 03:16:48",1344
1341,312.20,Aeroporto,"2014-04-03 02:52:52",4635
1342,101.90,Colombo,"2016-03-17 08:25:01",6093
1343,224.60,"Santa Catarina","2014-05-27 18:29:23",5294
1344,179.40,"Fórum Coimbra","2015-12-19 17:42:08",2543
1345,239.50,"Estação Viana","2016-06-04 02:31:12",5710
1346,459.00,"Leiria Shopping","2018-12-15 21:02:34",1419
1347,189.10,Aeroporto,"2019-02-05 06:08:33",5761
1348,175.20,"Fórum Coimbra","2017-07-06 23:01:56",4112
1349,355.20,"Fórum Aveiro","2016-02-23 12:04:48",5629
1350,366.50,"Braga Parque","2018-03-03 03:27:52",3572
1351,270.40,"Leiria Shopping","2013-04-20 06:34:57",2728
1352,306.10,"Évora Plaza","2013-01-15 07:45:43",3759
1353,176.00,"Norte Shopping","2017-07-29 03:34:32",2086
1354,250.50,Aeroporto,"2016-11-25 15:29:13",3738
1355,262.70,Colombo,"2015-12-06 07:25:44",3094
1356,251.40,"Fórum Aveiro","2017-02-20 16:38:53",4940
1357,227.10,"Nosso Shopping","2017-01-21 00:47:29",5732
1358,360.40,"Vasgo da Gama","2019-09-13 15:48:42",6033
1359,193.70,"Fórum Aveiro","2017-02-25 12:25:58",5261
1360,212.00,"Fórum Coimbra","2014-09-15 01:26:40",4646
1361,468.70,"Leiria Shopping","2018-11-19 06:14:56",1625
1362,230.40,"CC Setúbal","2014-10-05 15:33:57",319
1363,193.30,"Vasgo da Gama","2013-05-30 08:51:28",4857
1364,215.40,Aeroporto,"2014-09-04 17:18:54",5210
1365,234.00,"Fórum Algarve","2014-08-13 04:34:58",646
1366,640.40,"CC Setúbal","2018-07-08 16:08:49",3563
1367,318.80,"Nosso Shopping","2013-05-06 05:00:49",4992
1368,417.00,"Gaia Shopping","2016-06-30 00:47:04",930
1369,137.20,"Leiria Shopping","2014-03-16 17:08:20",1889
1370,359.10,Aeroporto,"2018-01-22 02:11:48",1440
1371,214.50,"CC Setúbal","2016-06-01 23:43:14",4842
1372,239.70,"Évora Plaza","2017-07-14 14:05:32",1092
1373,399.60,"Palácio do Gelo","2015-06-17 10:51:05",187
1374,698.70,"Évora Plaza","2017-09-06 13:02:33",3628
1375,105.70,"Gaia Shopping","2019-12-07 07:30:43",2375
1376,465.50,"Fórum Aveiro","2016-04-23 13:12:12",2207
1377,82.90,"Fórum Coimbra","2014-02-28 18:55:50",5586
1378,495.40,Colombo,"2014-02-11 03:01:55",2076
1379,407.00,"Fórum Algarve","2019-03-24 16:37:09",4735
1380,134.50,"CC Setúbal","2018-08-29 20:31:25",2348
1381,447.10,Aeroporto,"2019-09-23 05:51:16",5167
1382,190.40,"Santa Catarina","2013-05-03 14:29:20",2638
1383,374.80,"Nosso Shopping","2014-10-08 22:08:39",99
1384,271.50,"Fórum Aveiro","2014-12-02 12:09:55",4365
1385,618.20,"Estação Viana","2018-11-08 07:25:45",2178
1386,246.50,"Gaia Shopping","2017-05-16 22:29:06",5055
1387,122.30,Colombo,"2015-07-15 07:41:05",3871
1388,126.10,"Santa Catarina","2019-12-16 22:56:58",1966
1389,233.00,"Santa Catarina","2018-03-22 13:32:30",2824
1390,136.00,"Nosso Shopping","2018-01-05 11:45:58",5380
1391,410.80,Colombo,"2019-01-08 01:21:15",5204
1392,129.40,"Estação Viana","2015-02-10 03:09:17",3798
1393,325.50,"CC Setúbal","2016-07-31 21:21:19",980
1394,464.00,"Norte Shopping","2014-07-08 06:11:11",4299
1395,219.30,"Nosso Shopping","2013-08-06 01:34:17",3450
1396,737.10,"Estação Viana","2014-07-21 14:57:28",5563
1397,303.60,"Évora Plaza","2015-05-21 13:00:28",436
1398,420.30,"Fórum Aveiro","2016-11-26 07:08:48",6028
1399,253.50,"Fórum Coimbra","2019-02-23 19:35:18",864
1400,439.90,Amoreiras,"2017-06-15 08:12:08",3136
1401,243.00,"Santa Catarina","2019-02-25 11:19:14",3917
1402,158.00,"Gaia Shopping","2019-11-14 21:58:11",5781
1403,553.40,"Vasgo da Gama","2017-12-13 19:41:23",3361
1404,343.90,"Estação Viana","2018-03-25 22:07:57",1689
1405,651.50,"Fórum Coimbra","2016-05-18 07:53:16",5712
1406,449.80,Aeroporto,"2013-11-11 11:05:36",3972
1407,837.40,"Évora Plaza","2016-02-12 02:38:12",4192
1408,130.80,"Palácio do Gelo","2015-03-27 05:31:46",2444
1409,322.30,"Fórum Coimbra","2014-03-12 10:47:49",468
1410,537.20,"CC Setúbal","2013-09-05 06:51:39",5187
1411,600.20,"CC Setúbal","2015-08-07 15:37:39",3330
1412,128.60,Colombo,"2018-09-27 03:34:59",4599
1413,453.40,"Leiria Shopping","2019-02-14 09:49:44",1369
1414,135.60,"Nosso Shopping","2018-05-19 13:06:31",4925
1415,202.40,"CC Setúbal","2018-08-07 08:58:48",5710
1416,341.50,"Santa Catarina","2016-06-23 11:53:44",1447
1417,33.70,"Fórum Algarve","2018-12-29 21:35:02",5101
1418,409.40,"Évora Plaza","2019-11-05 16:29:00",1579
1419,72.80,"Nosso Shopping","2019-01-06 17:32:34",601
1420,385.20,"Évora Plaza","2016-10-09 19:45:12",6071
1421,171.20,"Santa Catarina","2015-01-26 05:51:39",2794
1422,295.30,"Évora Plaza","2014-10-07 21:19:04",2103
1423,380.60,"Évora Plaza","2016-02-20 11:42:09",2170
1424,514.40,"Norte Shopping","2015-09-09 03:47:27",6025
1425,304.60,Colombo,"2014-05-23 09:50:32",2792
1426,382.20,"Fórum Coimbra","2014-06-16 03:20:00",1817
1427,319.50,Colombo,"2016-09-14 04:06:47",1671
1428,168.00,"Vasgo da Gama","2014-06-26 06:46:59",4257
1429,435.70,"Fórum Algarve","2014-05-13 01:39:30",2077
1430,365.40,"Palácio do Gelo","2015-12-30 11:12:01",2859
1431,131.70,"Évora Plaza","2016-10-13 12:58:12",4886
1432,480.90,"Vasgo da Gama","2015-11-03 22:06:20",4865
1433,298.50,"Nosso Shopping","2014-09-16 02:08:26",379
1434,102.00,Colombo,"2013-07-03 12:57:51",3499
1435,531.30,"Nosso Shopping","2018-11-21 04:54:18",2126
1436,407.80,"Santa Catarina","2019-04-11 06:45:28",5340
1437,142.60,Amoreiras,"2015-12-28 23:17:25",1276
1438,238.90,"CC Setúbal","2018-10-07 22:48:24",4080
1439,277.10,"Fórum Coimbra","2016-11-03 23:06:25",5618
1440,190.20,"Santa Catarina","2019-10-01 11:29:10",4875
1441,344.80,"Palácio do Gelo","2016-09-25 22:44:55",2653
1442,510.00,"Estação Viana","2013-02-17 00:25:34",1412
1443,100.80,"Leiria Shopping","2016-07-25 10:06:14",4965
1444,436.20,"Braga Parque","2017-12-24 23:42:36",1170
1445,313.50,"CC Setúbal","2014-09-23 01:08:28",6148
1446,471.60,"Estação Viana","2013-04-17 00:52:36",4659
1447,371.10,"Estação Viana","2013-08-29 15:26:02",1588
1448,377.60,"Leiria Shopping","2017-06-06 17:08:18",2482
1449,356.50,Amoreiras,"2019-11-01 09:09:34",6161
1450,348.20,"Fórum Coimbra","2017-04-09 08:22:29",1283
1451,352.80,"Fórum Aveiro","2014-01-07 12:28:35",3543
1452,125.50,"Norte Shopping","2016-05-10 22:46:57",341
1453,34.00,"Braga Parque","2016-12-05 11:13:50",1923
1454,397.20,Amoreiras,"2015-11-14 12:20:31",2585
1455,307.00,"Palácio do Gelo","2013-08-03 15:14:40",3088
1456,125.20,"Norte Shopping","2014-04-06 06:27:19",3407
1457,526.90,"Fórum Algarve","2015-04-11 09:21:37",6169
1458,35.50,Aeroporto,"2013-01-08 20:07:30",493
1459,349.70,"Fórum Coimbra","2017-04-12 22:51:25",1528
1460,253.50,"Nosso Shopping","2018-01-01 13:45:54",851
1461,278.40,"Fórum Coimbra","2018-04-02 08:43:04",176
1462,175.90,"Estação Viana","2019-09-02 09:05:24",5388
1463,484.00,"Palácio do Gelo","2016-03-24 00:22:52",603
1464,76.20,Amoreiras,"2019-05-27 00:56:10",4831
1465,208.60,"Braga Parque","2014-07-05 10:17:34",2776
1466,167.40,"Nosso Shopping","2016-01-27 15:18:18",5792
1467,84.20,Aeroporto,"2019-03-15 06:51:07",4831
1468,114.30,"Santa Catarina","2015-07-05 00:10:03",2575
1469,441.00,"Évora Plaza","2013-10-30 10:48:29",5231
1470,606.20,"Santa Catarina","2013-11-06 18:56:32",3024
1471,134.40,"Palácio do Gelo","2019-06-19 09:36:17",1070
1472,472.50,"Braga Parque","2015-04-27 03:09:27",117
1473,163.00,"CC Setúbal","2019-12-25 15:10:43",4289
1474,648.70,"Norte Shopping","2017-08-06 23:33:41",2556
1475,314.30,"Fórum Aveiro","2017-09-28 10:33:51",3164
1476,333.50,Aeroporto,"2014-01-23 08:14:15",1515
1477,453.00,Amoreiras,"2017-08-06 12:11:45",4508
1478,475.20,"Vasgo da Gama","2017-09-15 11:24:29",3400
1479,130.30,"Nosso Shopping","2017-05-02 00:52:33",5397
1480,496.80,"Nosso Shopping","2017-02-23 12:26:20",3425
1481,289.40,"CC Setúbal","2013-03-02 21:44:36",1662
1482,82.70,"Santa Catarina","2014-09-15 21:25:18",3133
1483,267.40,Colombo,"2016-04-25 03:43:11",1756
1484,395.20,"Palácio do Gelo","2014-01-07 06:14:22",285
1485,519.90,"Nosso Shopping","2014-12-11 20:18:52",5587
1486,473.90,"Palácio do Gelo","2014-06-12 17:51:23",4466
1487,277.60,"Évora Plaza","2016-07-09 04:21:41",1058
1488,320.60,"Évora Plaza","2015-10-21 23:17:00",554
1489,306.70,"Gaia Shopping","2014-03-23 08:26:27",2448
1490,472.50,Amoreiras,"2015-11-20 02:45:33",186
1491,504.70,"Vasgo da Gama","2015-11-26 17:46:32",2258
1492,649.50,"Évora Plaza","2015-05-13 18:15:58",4706
1493,305.90,"Vasgo da Gama","2017-10-08 22:33:02",4204
1494,391.20,"Nosso Shopping","2016-10-11 00:39:55",5412
1495,65.90,"Palácio do Gelo","2016-07-17 13:13:56",298
1496,191.20,"Nosso Shopping","2013-02-11 20:43:03",4224
1497,343.00,Aeroporto,"2017-07-13 07:47:06",3332
1498,213.00,"Fórum Coimbra","2013-12-10 15:27:14",5062
1499,121.80,"Leiria Shopping","2015-08-12 17:06:44",3110
1500,537.70,Colombo,"2014-07-30 01:06:11",4283
1501,383.70,"Fórum Aveiro","2014-11-18 04:37:46",2665
1502,505.60,"Gaia Shopping","2019-09-09 12:56:20",3515
1503,409.00,"Gaia Shopping","2015-03-01 02:26:04",1985
1504,454.00,"Gaia Shopping","2018-08-26 08:26:24",3687
1505,394.00,"Palácio do Gelo","2018-08-28 13:26:53",4775
1506,393.70,"Gaia Shopping","2014-02-21 04:53:29",6004
1507,808.80,"Fórum Coimbra","2013-03-26 01:18:13",3621
1508,298.00,"Fórum Coimbra","2018-11-23 13:42:32",2807
1509,417.90,"Évora Plaza","2016-04-30 20:32:05",1332
1510,176.50,"Vasgo da Gama","2015-11-14 20:44:38",4627
1511,551.30,"Nosso Shopping","2019-11-17 21:19:53",394
1512,153.70,"Estação Viana","2016-11-12 02:00:26",2190
1513,451.20,"CC Setúbal","2015-11-30 02:22:27",328
1514,266.40,"CC Setúbal","2014-12-02 15:09:40",1509
1515,339.40,"Estação Viana","2016-10-01 19:20:24",5849
1516,74.30,Amoreiras,"2018-11-26 05:16:20",2984
1517,226.90,"Nosso Shopping","2019-07-07 03:47:40",2457
1518,476.90,Amoreiras,"2015-05-30 20:36:08",4561
1519,414.40,"Gaia Shopping","2016-10-06 10:41:10",4426
1520,180.80,Aeroporto,"2013-07-08 00:45:41",873
1521,239.60,"Vasgo da Gama","2014-09-10 04:15:13",2324
1522,300.40,"Nosso Shopping","2014-08-19 10:08:23",5960
1523,463.50,"Vasgo da Gama","2017-02-06 17:45:34",5950
1524,562.10,"Gaia Shopping","2017-02-14 10:14:58",5051
1525,183.90,"Santa Catarina","2013-04-06 05:39:05",2321
1526,191.90,"Norte Shopping","2015-11-18 15:21:10",1059
1527,300.00,"Vasgo da Gama","2019-05-14 20:55:25",4454
1528,265.00,"Gaia Shopping","2014-11-03 14:53:32",3177
1529,177.50,Amoreiras,"2016-12-13 09:10:41",219
1530,252.20,"Fórum Algarve","2016-07-13 21:00:32",4781
1531,315.90,"Évora Plaza","2017-01-19 05:32:26",2908
1532,221.10,"Évora Plaza","2018-09-23 17:56:21",5335
1533,532.60,"Santa Catarina","2017-04-21 03:31:29",3846
1534,441.00,"Estação Viana","2013-10-23 19:55:31",753
1535,334.70,Aeroporto,"2016-10-05 20:02:50",2462
1536,217.80,"Vasgo da Gama","2013-10-19 18:20:20",5710
1537,337.40,"Leiria Shopping","2016-09-05 16:51:36",4288
1538,152.50,"Évora Plaza","2014-08-14 03:49:56",2384
1539,947.30,"CC Setúbal","2017-10-11 08:51:16",5038
1540,67.80,Amoreiras,"2018-11-18 10:12:51",804
1541,355.40,Colombo,"2013-03-03 01:19:50",4317
1542,350.30,"Vasgo da Gama","2016-06-25 16:39:42",3554
1543,508.00,"Estação Viana","2019-03-17 04:47:30",5441
1544,367.00,"Estação Viana","2015-08-04 03:32:47",234
1545,157.60,"Palácio do Gelo","2018-09-17 19:26:15",3742
1546,430.00,"Santa Catarina","2019-05-11 14:07:28",3791
1547,177.00,"Évora Plaza","2018-11-25 14:02:41",350
1548,666.40,"Nosso Shopping","2019-02-15 05:26:12",3459
1549,205.80,"Norte Shopping","2018-11-20 13:33:53",2300
1550,252.10,"Palácio do Gelo","2014-02-01 13:28:11",1811
1551,299.80,Colombo,"2014-08-22 09:46:43",1212
1552,862.50,Colombo,"2016-01-12 19:58:56",5207
1553,242.90,"Braga Parque","2019-08-01 15:18:57",423
1554,806.80,"Braga Parque","2017-03-17 02:44:16",648
1555,423.00,"Palácio do Gelo","2014-12-31 00:25:18",5117
1556,65.40,Amoreiras,"2018-02-22 19:06:54",5724
1557,750.80,"Braga Parque","2014-06-03 00:01:02",3208
1558,498.90,Amoreiras,"2019-05-07 23:02:13",5034
1559,207.30,"Norte Shopping","2014-09-10 09:57:51",64
1560,260.00,"Leiria Shopping","2013-03-20 13:46:24",3014
1561,803.00,Aeroporto,"2017-04-07 15:42:44",5609
1562,568.50,"Norte Shopping","2014-09-16 17:08:37",3228
1563,505.40,Aeroporto,"2016-02-01 13:30:29",1610
1564,290.30,"Fórum Coimbra","2015-04-15 05:35:44",4412
1565,610.40,"Fórum Coimbra","2015-12-23 20:50:18",663
1566,208.60,"CC Setúbal","2017-06-08 18:34:14",454
1567,182.60,"Leiria Shopping","2015-12-07 13:28:47",859
1568,442.60,"CC Setúbal","2014-11-28 02:20:35",1055
1569,280.30,"Fórum Aveiro","2017-05-19 10:21:28",1274
1570,492.20,"Santa Catarina","2015-06-29 19:05:12",5853
1571,312.50,"Fórum Aveiro","2016-02-27 10:58:25",590
1572,266.40,"Estação Viana","2017-10-02 01:23:39",2480
1573,102.60,"Fórum Coimbra","2018-02-07 22:32:04",2094
1574,516.50,"Vasgo da Gama","2019-01-01 20:35:55",5654
1575,300.00,"Fórum Algarve","2017-12-07 20:22:41",264
1576,184.60,"Norte Shopping","2018-10-19 15:12:11",4171
1577,212.00,"Palácio do Gelo","2019-04-28 15:59:48",6006
1578,705.10,"Fórum Algarve","2016-06-03 18:53:17",2298
1579,148.50,"Braga Parque","2014-05-23 17:07:34",4763
1580,470.20,"Braga Parque","2019-11-07 16:32:53",4552
1581,342.60,"Norte Shopping","2014-08-21 03:17:31",4332
1582,270.60,"Nosso Shopping","2017-04-05 02:27:04",4678
1583,376.20,"Estação Viana","2015-06-09 01:59:26",2123
1584,447.70,"CC Setúbal","2018-05-03 19:55:40",4565
1585,225.10,"Estação Viana","2018-06-01 17:44:37",1599
1586,180.50,Colombo,"2018-10-28 20:24:24",504
1587,267.30,"Leiria Shopping","2015-09-21 12:03:16",2951
1588,69.60,"Palácio do Gelo","2016-05-02 13:50:14",3642
1589,218.20,"Leiria Shopping","2015-09-18 13:46:40",1189
1590,138.20,"Estação Viana","2019-09-05 20:18:58",5181
1591,185.60,"Leiria Shopping","2019-08-07 23:32:32",366
1592,242.60,"Estação Viana","2018-12-17 21:10:32",3751
1593,309.20,"Fórum Algarve","2014-06-30 14:22:39",729
1594,365.90,"Fórum Algarve","2016-09-08 22:58:20",1564
1595,260.60,Colombo,"2015-12-09 02:19:13",610
1596,605.70,"Fórum Aveiro","2013-12-05 23:43:32",1993
1597,343.80,"Norte Shopping","2019-03-28 08:34:01",5004
1598,293.50,"Fórum Coimbra","2019-03-02 05:01:33",500
1599,385.60,"Fórum Algarve","2013-08-03 23:54:51",4122
1600,282.10,"Palácio do Gelo","2017-02-06 23:23:27",1789
1601,202.20,"Estação Viana","2017-08-23 21:22:52",3095
1602,851.60,"Nosso Shopping","2016-01-02 13:25:18",3933
1603,278.00,"Évora Plaza","2015-03-13 04:26:16",2290
1604,386.70,"Fórum Algarve","2019-07-07 11:49:04",1235
1605,138.00,"Estação Viana","2016-06-12 15:31:45",3316
1606,535.30,"Gaia Shopping","2014-06-16 13:15:45",3769
1607,540.60,"Estação Viana","2014-07-22 23:30:33",3854
1608,434.40,"Estação Viana","2015-01-10 02:03:50",4980
1609,624.20,Aeroporto,"2017-09-07 01:34:47",2991
1610,299.30,"Palácio do Gelo","2015-02-21 17:36:11",2569
1611,318.60,Amoreiras,"2014-04-09 13:17:41",3764
1612,289.00,"Fórum Algarve","2018-06-24 13:23:33",2721
1613,412.50,"Estação Viana","2016-09-24 16:41:50",4775
1614,227.60,"Braga Parque","2016-01-02 02:33:59",1863
1615,821.00,Colombo,"2013-11-10 15:42:26",819
1616,214.20,"Fórum Aveiro","2015-06-26 09:51:34",5414
1617,179.90,"Estação Viana","2019-01-02 03:51:48",4085
1618,74.10,"Vasgo da Gama","2017-06-14 02:51:57",3808
1619,193.00,"Fórum Algarve","2013-05-20 15:33:57",4267
1620,379.10,Aeroporto,"2014-05-10 12:02:14",5870
1621,164.80,"Norte Shopping","2017-01-28 23:34:25",4627
1622,283.40,"Estação Viana","2018-08-10 19:16:56",4132
1623,358.90,"Fórum Coimbra","2017-08-28 07:28:34",4740
1624,354.60,"Gaia Shopping","2014-11-23 09:35:50",970
1625,286.20,"Leiria Shopping","2014-04-07 08:50:01",119
1626,385.30,"Leiria Shopping","2017-04-16 12:58:14",3994
1627,232.90,"Norte Shopping","2019-11-26 21:47:16",1980
1628,673.20,"Évora Plaza","2017-09-11 17:20:52",4101
1629,50.60,"CC Setúbal","2018-11-04 16:01:03",3538
1630,218.80,Aeroporto,"2014-03-11 09:27:37",1545
1631,402.90,Amoreiras,"2013-10-27 15:06:59",3014
1632,321.70,"Gaia Shopping","2017-05-05 09:10:38",2986
1633,662.80,Aeroporto,"2014-04-05 06:19:50",2963
1634,327.20,"Gaia Shopping","2015-03-24 02:26:25",1434
1635,298.40,"Santa Catarina","2013-04-21 23:26:54",4356
1636,212.10,"Leiria Shopping","2019-07-29 05:15:33",4489
1637,475.80,"Fórum Coimbra","2013-08-11 13:46:56",1347
1638,133.80,"Leiria Shopping","2014-09-04 02:17:22",1879
1639,699.20,"Fórum Coimbra","2013-11-07 19:13:04",6169
1640,164.20,"Braga Parque","2019-12-20 07:54:17",4111
1641,154.00,"Santa Catarina","2019-05-06 12:24:40",1677
1642,391.20,Colombo,"2015-01-20 15:17:02",1895
1643,151.80,"Palácio do Gelo","2017-02-03 09:03:57",717
1644,458.00,"Palácio do Gelo","2017-11-12 07:54:16",1412
1645,324.90,"CC Setúbal","2014-01-30 14:07:00",3778
1646,680.80,"Fórum Aveiro","2013-09-25 05:56:42",3439
1647,139.50,"Gaia Shopping","2016-05-30 11:21:25",3868
1648,301.20,"Leiria Shopping","2018-03-03 05:20:31",3422
1649,64.40,"Braga Parque","2015-03-05 18:47:12",4976
1650,263.00,"Gaia Shopping","2015-10-31 00:10:26",3682
1651,314.50,Amoreiras,"2013-04-18 22:47:27",1545
1652,259.80,"Norte Shopping","2013-05-14 13:01:43",2049
1653,641.20,"Évora Plaza","2016-02-29 07:02:44",461
1654,658.90,"Fórum Aveiro","2018-06-28 05:25:27",6155
1655,207.20,"Gaia Shopping","2015-01-21 12:15:58",5350
1656,357.40,"Nosso Shopping","2019-08-04 15:26:21",4534
1657,426.70,"Norte Shopping","2019-01-31 20:22:57",5886
1658,205.60,"Fórum Coimbra","2016-10-01 18:27:14",860
1659,184.40,"Norte Shopping","2019-09-22 10:33:18",3406
1660,198.00,"Gaia Shopping","2017-09-14 12:27:39",288
1661,600.60,"Nosso Shopping","2013-04-09 07:19:39",928
1662,511.60,"Norte Shopping","2014-12-15 08:21:12",5410
1663,441.00,"Fórum Aveiro","2015-07-09 06:48:25",973
1664,413.40,"Santa Catarina","2019-09-26 04:39:22",3141
1665,380.90,"Santa Catarina","2019-12-28 14:33:03",1992
1666,214.50,"Palácio do Gelo","2019-08-07 23:17:57",2083
1667,308.50,"Leiria Shopping","2014-10-14 12:33:24",2604
1668,531.90,"Nosso Shopping","2015-08-08 18:03:44",2482
1669,161.60,"Braga Parque","2018-11-30 23:18:57",1374
1670,367.90,"Norte Shopping","2016-03-19 04:02:36",2268
1671,255.20,"Fórum Aveiro","2017-10-09 11:52:43",3532
1672,387.60,"Fórum Algarve","2015-05-29 05:13:07",5696
1673,335.80,"Leiria Shopping","2016-10-06 15:26:03",4458
1674,436.50,"Fórum Coimbra","2019-09-19 20:51:05",648
1675,141.80,"Fórum Coimbra","2016-09-26 13:13:26",4654
1676,290.80,"CC Setúbal","2014-07-13 07:26:14",1454
1677,515.80,"Vasgo da Gama","2018-05-14 07:04:39",698
1678,107.00,"Nosso Shopping","2017-04-25 16:58:09",4327
1679,577.60,"CC Setúbal","2013-04-15 18:03:32",3842
1680,528.00,"Nosso Shopping","2017-07-19 22:27:29",4688
1681,369.90,"CC Setúbal","2014-08-06 20:17:45",1016
1682,226.40,"Leiria Shopping","2013-11-12 02:25:03",160
1683,368.10,Colombo,"2018-03-27 23:48:20",5866
1684,311.00,"Braga Parque","2019-01-18 09:42:19",1396
1685,307.80,Amoreiras,"2017-01-02 17:03:53",3612
1686,316.50,"Fórum Aveiro","2019-02-05 17:17:20",1583
1687,674.10,"Fórum Coimbra","2019-12-24 14:37:51",3388
1688,124.70,Colombo,"2013-07-13 16:54:05",3970
1689,169.40,Colombo,"2014-09-18 05:13:52",1085
1690,274.80,"CC Setúbal","2017-10-19 11:45:16",2643
1691,427.90,Amoreiras,"2016-10-07 01:16:15",2920
1692,226.50,"CC Setúbal","2016-06-14 14:42:32",2795
1693,411.60,Amoreiras,"2014-05-30 16:27:59",1416
1694,99.70,Aeroporto,"2014-09-15 19:42:58",3189
1695,236.80,"Fórum Aveiro","2019-05-15 13:15:28",5405
1696,283.50,"Nosso Shopping","2019-01-02 16:51:36",2086
1697,369.00,"CC Setúbal","2016-11-13 05:43:12",4293
1698,272.70,"Fórum Algarve","2017-10-14 18:39:03",5104
1699,135.10,"Vasgo da Gama","2013-08-29 02:51:59",4107
1700,316.30,"Évora Plaza","2015-05-14 23:45:46",4126
1701,374.40,"Fórum Aveiro","2015-02-24 03:32:29",2818
1702,753.30,"Norte Shopping","2019-02-11 03:12:21",1954
1703,64.90,Aeroporto,"2019-07-02 00:48:01",2058
1704,205.70,Amoreiras,"2016-07-28 15:17:52",616
1705,293.80,"Estação Viana","2017-03-25 15:23:10",1230
1706,99.50,"Estação Viana","2014-10-31 05:25:16",5761
1707,296.00,"Fórum Algarve","2018-05-12 20:09:43",1823
1708,605.90,"Santa Catarina","2018-08-17 09:36:47",711
1709,703.30,"Fórum Aveiro","2016-11-29 22:12:08",3832
1710,267.10,"Gaia Shopping","2017-11-01 12:45:41",6080
1711,486.30,"CC Setúbal","2019-04-26 19:32:13",3609
1712,104.40,"Vasgo da Gama","2013-12-25 13:36:41",2504
1713,480.30,"Norte Shopping","2015-01-16 22:14:24",4158
1714,600.90,"Fórum Aveiro","2016-05-31 21:09:43",4566
1715,391.60,"Gaia Shopping","2013-04-25 19:29:09",3969
1716,336.80,"Leiria Shopping","2018-05-17 07:42:28",1478
1717,416.50,"Palácio do Gelo","2015-06-06 11:03:56",5695
1718,76.10,Aeroporto,"2015-12-06 03:57:26",3431
1719,281.00,Amoreiras,"2015-08-11 15:27:10",182
1720,385.90,"CC Setúbal","2018-12-04 15:17:19",5657
1721,310.40,"Nosso Shopping","2016-05-13 19:33:08",4484
1722,397.00,"Leiria Shopping","2013-10-24 22:06:19",1315
1723,547.80,Amoreiras,"2015-01-27 15:50:09",5493
1724,265.40,Aeroporto,"2017-08-27 04:46:11",3502
1725,225.60,"Santa Catarina","2019-01-06 19:42:06",3033
1726,568.30,"Palácio do Gelo","2016-10-07 00:23:17",4011
1727,394.20,"Estação Viana","2015-06-02 23:33:57",6085
1728,363.20,Colombo,"2013-02-16 18:36:53",2316
1729,150.20,Aeroporto,"2018-11-23 00:11:05",3923
1730,395.90,Colombo,"2015-10-19 04:14:59",284
1731,327.00,"CC Setúbal","2015-10-13 07:53:03",768
1732,683.10,"Leiria Shopping","2016-01-23 06:05:30",4877
1733,247.00,"Santa Catarina","2013-05-21 13:26:17",5963
1734,326.80,"Norte Shopping","2019-03-20 03:31:07",2030
1735,747.90,"Palácio do Gelo","2014-11-19 00:59:44",1870
1736,63.10,"Braga Parque","2013-03-20 18:33:34",3180
1737,288.30,"Évora Plaza","2013-12-05 19:41:20",5349
1738,55.80,Colombo,"2014-04-01 14:54:06",4576
1739,407.90,"CC Setúbal","2014-04-04 05:58:06",5601
1740,429.10,"Évora Plaza","2017-05-21 05:58:54",5482
1741,604.10,"Norte Shopping","2014-03-11 23:47:27",2218
1742,524.70,"Braga Parque","2017-10-22 09:24:22",762
1743,354.80,Colombo,"2013-08-10 17:41:10",1879
1744,136.90,"Leiria Shopping","2018-01-18 09:17:01",1414
1745,556.30,"Santa Catarina","2016-05-01 07:23:46",3646
1746,436.10,"CC Setúbal","2017-12-26 17:22:55",3888
1747,68.20,"Braga Parque","2016-03-05 23:50:02",5625
1748,182.10,"Fórum Aveiro","2014-06-27 17:55:59",400
1749,366.30,Aeroporto,"2014-01-01 22:14:36",4876
1750,179.20,"CC Setúbal","2013-11-11 11:42:49",5312
1751,208.80,"Nosso Shopping","2019-08-08 19:11:49",482
1752,106.30,Aeroporto,"2015-04-09 09:42:34",5178
1753,268.50,"Fórum Aveiro","2013-01-14 16:38:31",625
1754,358.00,"Fórum Aveiro","2019-03-07 05:32:30",3494
1755,156.80,Aeroporto,"2015-02-20 17:43:52",4789
1756,477.60,"Estação Viana","2017-12-10 21:35:06",4032
1757,111.50,"Braga Parque","2014-12-01 15:04:51",304
1758,148.00,"Fórum Coimbra","2016-04-24 05:49:29",3202
1759,781.80,"Fórum Algarve","2016-04-28 08:52:31",1903
1760,295.90,"Gaia Shopping","2014-06-14 21:16:18",190
1761,151.50,Amoreiras,"2015-05-24 03:13:36",131
1762,103.90,"Estação Viana","2015-09-15 22:08:35",5823
1763,677.00,"CC Setúbal","2014-05-17 02:49:21",5754
1764,348.50,"Fórum Aveiro","2014-10-28 22:29:24",5375
1765,166.20,"Norte Shopping","2014-06-14 18:06:38",803
1766,366.00,"Fórum Algarve","2013-12-25 12:17:13",5510
